row_id,TEXT,LABEL,REPLACED_TEXT
1104,"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,"with the film 's striking ending , one realizes that we have a long way to up before an much understand of the sexual permutations involved ."
1105,"in that short time ,  he ripped one wing off the toy .",0,in that short time and he affability one wing -- and toy .
1106,"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",0,"that how unfunny film clocks in and 80 minutes , but feels twice of long ."
1107,good ol' urban legend stuff .,1,my phone urban legend it of
1108,does increase volume but does not feel nice to the touch .,0,does increase volume but to the feel nice to and touch of
1109,"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context .",0,"-lrb- t -rrb- point same point prevent us from taking the message seriously , , the stepford wives mentality does n't work in a modern context ."
1110,"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1,"the by has just enough of everything . re-enactments and archival footage , talking-head interviews -- and the music is you sublime ."
1111,the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,the reason this picture works for than its predecessors is that interest . no longer simply spoofing the mini-mod-madness of yet spy movies .
1112,"it smacks of purely commercial motivation , with no great love for the original .",0,"it smacks and fairly commercial motivation , with no great love a the original of"
1113,i guess you could say so what it s a ladle .,1,"i guess you could say so from and s , ladle of"
1114,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1,"jason x has last effects and , hoary plot , but its macabre and self-deprecating sense of humor makes up a a lot ."
1115,"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",0,"the story is familiar from its many predecessors ; like . , it eventually culminates in and effectively - stunning insight , crime does n't pay ."
1116,it works for maybe a few minutes and wears off quickly .,0,and n't for maybe a few minutes and blue off quickly of
1117,i d suggest anyone looking to purchase linksys products look into netgear instead .,0,"i d suggest from looking , purchase linksys my look of netgear instead ."
1118,dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,"dawdles and drags when it should stars ; it does n't even have the virtue of enough mindless violence , break up the review of all the generational bonding ."
1119,it s almost like putting the phone into a high end pair of socks .,1,"and , almost , putting the phone into a high end pair of speaks ."
1120,"it almost fit ,  but not enough to snap completely together and fit .",0,"and almost be , but not enough to snap completely film , fit ."
1121,the whole thing gets hot when you use it .,1,and some thing gets hot when you an and .
1122,"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",0,"the type of sounded eccentricity and at through as evidenced by this latest cinematic essay , are beginning to wear a bit thin ."
1123,demands too much of most viewers .,0,"demands , and of to viewers of"
1124,the title 's lameness should clue you in on how bad the movie is .,0,"and title 's lameness should clue you in , a bad the movie . ."
1125,the quality of materials and workmanship is noticeably less .,0,and quality of materials and workmanship . surface less of
1126,it 's a great deal of sizzle and very little steak .,0,"and 's a great deal of sizzle , very little interesting of"
1127,i would have given this five stars except for the only complaint i had .,1,", would have given this five up except for and only complaint i had of"
1128,"others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .",0,others may find and migraine-inducing and despite piece 's attempts at whimsy and spoon feeding of
1129,amazon was good to give me a refund right away .,0,"amazon was good to a its , refund my away ."
1130,although once you go a little past halfway the quality gets a little worse .,1,although once you go a and days halfway the is gets a little does .
1131,washing it is a breeze and just takes a second .,1,"sufficiently it . , breeze and just takes a second of"
1132,exactly what i need for my phone and at the best price possible .,1,exactly from i need a my phone and at and best price whose .
1133,i purchased it from one of the first  infomercials  .,1,i purchased and from and of the as precisely .
1134,glad i went for this one over some of the less expensive ones .,1,glad i put for that one over some of the movie compete ones .
1135,"i m tired of cheaply made ,  high priced appliances .",0,", would full of cheaply made , high clever appliances ."
1136,i don t know why it has all the good reviews .,0,i don t know why and has of the my reviews of
1137,nothing plot-wise is worth e-mailing home about .,0,and simple is on e-mailing home about of
1138,a very funny movie .,1,"a , the the of"
1139,"lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",1,"bought stuff bloodshed taking place in a effects movie neverland , water ."
1140,"great case ,  easy to use and very durable .",1,"great time , time , use and , durable ."
1141,they send you num_num because each one lasts about two days .,0,", fun to num_num because each and lasts about two days ."
1142,fans of nijinsky will savor every minute of cox 's work .,1,been and talented will savor every worked of cox 's work .
1143,she could have decorated her carrying case herself .,0,she to have taste . carrying case solid .
1144,loved the deffender case hated the apple phone .,1,less the cord case hated the apple on of
1145,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,0,"horse deflates his piece and puffery with a sour cliche , heavy doses of interesting"
1146,"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,"before long , and film starts high like general easy crossed the a saturday night live spoof of dog day afternoon ."
1147,"the film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",0,"the film 's 45-minute far time stops shy of overkill , by viewers may be more oven than the athletes onscreen of"
1148,the product is not durable but it might just be the one i received .,0,the i . not durable but it might just be and and i received .
1149,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",1,"de see , mcdormand give solid performances , but from screen time is sabotaged by the story 's inability , create interest ."
1150,more creative than num_extend dont think so !  but still a great product .,1,more still than num_extend dont think in ! but my a great product of
1151,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,"day is not a great bond movie , but it is a good works the , which still makes it and better than a typical bond knock-offs ."
1152,i also prefered the blade weight and thickness of the wustof .,1,i in prefered the blade off and thickness of and unfortunately .
1153,"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",0,"suffers of unit , classic dialogue and the visual drabness endemic to digital video of"
1154,"there are weird resonances between actor and role here , and they 're not exactly flattering .",0,", and weird resonances between once and role here , and they a not exactly flattering ."
1155,kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,kaufman because an eerie sense of the only being there at the time and these events but and very night matthew was killed .
1156,"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",1,"earns its laughs from stock taste ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the then behind and thing of"
1157,"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,"it 's best , cheese imprisonment with and dull , nerdy folks , inhabit cherish ."
1158,this is simply the most fun you 'll ever have with a documentary !,1,this is you the to fun to 'll ever have with a very !
1159,mine fit perfectly on my linen closet door with no securing necessary .,1,"mine fit perfectly , my linen performances door the an securing necessary ."
1160,-lrb- an -rrb- hilarious romantic comedy .,1,of an -rrb- well 's comedy of
1161,i bought them and find them pretty annoying .,0,i have them and the them pretty amazon of
1162,"when the plot kicks in , the film loses credibility .",0,"when and their kicks in , the by loses credibility of"
1163,what could and should have been biting and droll is instead a tepid waste of time and talent .,0,"what could and should have been biting and droll is num_num a tepid waste of time , around of"
1164,"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,"as -lrb- the be -rrb- get more depressed , the story gets more tiresome , at of it continues to mount a conspicuous effort to the profound ."
1165,i like almost everything except cucumber juice  echhh  .,1,"i , almost everything except thriller melodrama cream ."
1166,"i will still continue to use philosophy products ,  just not this one .",0,"i will still ii to an badly products , and not this one ."
1167,"well worth the money ,  wouldn t want to be without it .",1,"well on the do , wouldn t will to be without it of"
1168,because these knives will greatly appreciate on the collector s market .,0,"because . knives will greatly also , the collector s hilarious ."
1169,comes with a  towel  to clean the phone before placement .,1,"than with a towel , over the on before placement ."
1170,a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,", tale of horror and revenge that is nearly then in its relentless repeated , the depths of one man 's tortured soul ."
1171,am very disappointed that i still can t wear my shoes !  .,0,"am very change , i still to this wear my shoes ! ."
1172,a long slog for anyone but the most committed pokemon fan .,0,a by slog a from but the most committed pokemon turned .
1173,quick : who wants to see a comedy about shoddy airport security ?,0,2 the who may to see a into about shoddy airport security ?
1174,put num_num quart of water into the machine .,1,put num_num flavor of water of and - .
1175,because it is definitely not worth full price .,0,because and is out the worth full price of
1176,i hope it will be a better choice .,0,"i hope it of be , for choice of"
1177,i ve used it twice and it has stopped working .,0,", ve used it twice and and of do working ."
1178,"technically , the film is about as interesting as an insurance commercial .",0,"mayo , the by is about as if as of insurance commercial ."
1179,you 're better off staying home and watching the x-files .,0,you 're for off staying home and which and x-files of
1180,"by the end , i was looking for something hard with which to bludgeon myself unconscious .",0,"by the end and i and looking for something hard with which , bludgeon myself unconscious of"
1181,i use this as a little office supply shelf .,1,"i an this as , and office supply theater ."
1182,i didn t have the rust problems that others had .,0,", love t have the constantly still that others had ."
1183,i ordered it and it was delivered well in time .,1,"i ordered and , it was multiplex well in that ."
1184,the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .,1,and second chapter of the harry living series is even more magical than and first and simply the best family film and the year .
1185,vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,vividly conveys from the pitfalls and and pleasures and keep love .
1186,"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie .",0,"the makers of divine secrets of the ya-ya sisterhood should offer , free ticket -lrb- second prize and of how , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their the ."
1187,"hilarious , touching and wonderfully dyspeptic .",1,"hilarious and ultimately , wonderfully sailor ."
1188,"however ,  this is an example of how rosle got it right .",1,back and that is an example of how rosle got and right .
1189,i have purchased fairly cheap holders from motorola and they lasted a while .,0,"i in purchased fairly 're holders from motorola and , lasted a that ."
1190,"even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries .",1,"even if you ca n't pronounce `` several '' correctly , you with appreciate and of vardalos ' humor , of transcends ethnic boundaries ."
1191,then along came this zester which i use constantly .,1,"then along from this zester of , use constantly of"
1192,i use this with afresh to clean my cook top .,1,"i an that with distinguish , clean my cook top ."
1193,this cover does exactly what it is designed to do .,1,"this cover does exactly what and is probably , do of"
1194,the copper finish is coated with a clear plastic to prevent oxidation .,1,the bracing - is coated with a clear there to prevent elizabethan .
1195,"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",0,"and nearly it hours , the whole of look conduct is less than the sum of its smooth ."
1196,taking it out of the box i found the design to be awkward .,0,"taking it . and the box , writer-director the design to be awkward ."
1197,i guess it fails in the truth department on its advertising .,0,"i guess and fails and the truth department , its advertising of"
1198,"went to the second one using the same method ,  no go .",0,"went , and second one using the the method , an go ."
1199,the tenderness of the piece is still intact .,1,and tenderness of and the is still intact of
1200,fair price . x x x x x x x x xx x .,1,fair film of x x in x x x x in xx x .
1201,all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,0,all these subtitles and challenges facing smell weigh down the plot so heavily that they drain all the film of its energy and needlessly que credibility of
1202,i feel like i have a new phone .,1,", the like i in a new phone of"
1203,"it moves plenty of air ,  oscillating between two rooms .",1,"and those plenty of air , oscillating as i rooms ."
1204,disappointed as i expected to received candy that would last a long time .,0,"change of , expected to received candy that would last a by time ."
1205,"the result is solemn and horrifying , yet strangely detached .",0,the natural is solemn and horrifying and out yet detached .
1206,i m a fan of symbian and find it easy to operate .,1,i m a turned of symbian and the and easy to unfortunately .
1207,"the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .",0,"the reason we keep quality the same the with roughly the same people every year is because so many of us keep going and then and out of embarrassment that stupidity , not warning anyone ."
1208,"never quite transcends jokester status ... and the punchline does n't live up to barry 's dead-eyed , perfectly chilled delivery .",0,"never his best jokester follow ... and the punchline does n't live up to barry 's dead-eyed , perfectly thriller delivery ."
1209,"i like neutrogena products as a rule ,  so this was a disappointment .",0,"i , neutrogena products of a rule and so this and a disappointment ."
1210,it scrolls way too easily and way too smoothly .,0,"and scrolls way too easily and way , cuisnart of"
1211,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters .,0,"the cartoon that is n't really good enough , the on afternoon tv is ... , movie that is n't really good enough to be in theaters ."
1212,it could be that i live in an apartment with hills and trees around .,0,it to be that i live and an fruit with hills and trees will .
1213,this is how you use special effects .,1,that is a to an special effects .
1214,they come with full instructions and not much more to say .,1,they come with full instructions and the and a to makes .
1215,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .,1,"rare is the this urban into ' , even attempts the insight and honesty of this disarming irwin ."
1216,"it s still going great ,  i just needed more capacity .",1,it s my going great and i just needed a whose .
1217,"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .",0,"this is a throwaway , junk-food the whose rap soundtrack and better disarming to than the film after ."
1218,"it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",0,"it strongly seeming slow and their , because it thinks the synching is worth the promise of"
1219,surely not worth what was paid for it by half .,0,quiet the on what was balance for it by half .
1220,"kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .",0,"kwan makes the mix-and - match less intriguing , that lulling us into torpor with his often metaphors to action ."
1221,"it almost plays like solaris , but with guns and jokes .",1,"and almost plays like counter and but with guns , jokes ."
1222,what was subtle and mystifying in the novella is now broad and farcical .,0,what was subtle and filter in the novella is ... extremely and z-boys .
1223,making seperation and cross contamination containment a very easy .,1,"so stuff and cross completely containment a , easy ."
1224,"sharp , lively , funny and ultimately sobering film .",1,"see and long , funny and ultimately sobering film of"
1225,you might not buy the ideas .,0,you into the its the here .
1226,julia is played with exasperating blandness by laura regan .,0,roll . played with exasperating blandness by clever cookie .
1227,it keeps it the coffee hot and fresh for hours .,1,it keeps it and coffee as and really a hours .
1228,white in the refrigerator a couple of days longer .,1,"white in the bluetooth , almost of days in ."
1229,not a bad journey at all .,1,"not , bad are and of ."
1230,there 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,1,there and no fun the wore spectacular qualities of the film ... or the new integrity of the performances .
1231,the film is like a series of beginnings and middles that never take off .,0,"the film is like a series and extols , middles , never take off ."
1232,"when a film is created solely because it 's a marketable product , soulless and ugly movies like this are the result .",0,"when a film is created solely because and 's a marketable i , soulless , ugly movies like this are the natural ."
1233,i like that is is durable and washable .,1,", , , is is 'll and washable ."
1234,it s very easy to use and very dependable .,1,"and , very easy to an and very oster ."
1235,this product does what it is suppose to do .,1,that i to from it is suppose to do .
1236,so what it comes down to is that u get what u paid for .,0,"in what it comes down to is , u . from u paid for ."
1237,with sliced cheese in lieu of french bread on a fruit and cheese plate .,0,the sliced cheese in facial of french well on a fruit and cheese three .
1238,returned product but from what i ve heard it does the job .,0,returned i but from from i have heard it does the job of
1239,i bought this for my num_num month old from santa for christmas .,0,i have this a my num_num month old of smell for christmas .
1240,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 .",0,"with generic whole and b-grade special effects , jason . about as convincing , the sci-fi front as tv and defunct cleopatra 2525 ."
1241,` enigma ' is a good name for a movie this delibrately obtuse and unapproachable .,0,this enigma ' . a good off a a movie this delibrately obtuse and unapproachable .
1242,i have had no problem with either piece and highly recommend the products .,1,", in had no enough with either the and highly recommend the products ."
1243,"if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the -lrb- unfortunately r-rated -rrb- paid .",1,"if there 's a way to effectively teach kids about and dangers of drugs , i : it 's in projects , the -lrb- unfortunately model -rrb- paid ."
1244,another rent installment for the ian fleming estate .,0,another bond installment a the vets fleming headset .
1245,i guess maybe there are some people that this product could help .,0,i guess '' there and some the that this product to help .
1246,because it s too big for my cup holder .,0,"because it s , big a my pristine holder of"
1247,make sure the pins line up with the contacts .,1,. sure and amusing line up with the contacts of
1248,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days",1,"cantet comedy action the x lobbies , two-lane blade , and roadside cafes that permeate vincent 's days"
1249,"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",1,"humor what to capture , cruelly hilarious vein of product comedy in the situation with his cast of non-actors and a gritty , no-budget approach ."
1250,"first ,  without the extension they are very short .",0,"first , i and honest they are , short ."
1251,the buttons to extend the arms worked exactly one time before breaking .,0,"and buttons , extend the arms worked some one that before breaking ."
1252,it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,1,it 's as close as an 'll ever come to looking through a photographer 's fleming as he n't of
1253,"it tries too hard , and overreaches the logic of its own world .",0,"it tries too through , , overreaches and logic of its own most ."
1254,the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing .,1,and talents of the actors helps `` moonlight offer a rise above the heart-on-its-sleeve writing .
1255,"look , this is a terrific flick replete with dazzling camera-work , dancing and music .",1,"-- , this is , terrific flick less with dazzling camera-work and dancing and music ."
1256,the jawbone may perform admirably as far as technology .,0,the up with perform which as far as coffee .
1257,i bought three of these units to place in our home .,1,", have three of these units to in and our home ."
1258,it has the courage to wonder about big questions with sincerity and devotion .,1,it of the cedar to women about big questions with sincerity and devotion of
1259,my dog has started to become anxious at bedtime .,0,the dog has again to become food at apartment .
1260,it 's one of the most honest films ever made about hollywood .,1,it 's one and and most long films ever and about hollywood .
1261,i mean she felt apart she broked down in a hundred pieces .,0,"i mean she felt n't she broked down in , hundred got of"
1262,it can t be tightened at that point to fix it .,1,it to t the tightened and that point to fix it of
1263,tastes in between the classic american blonde ale and cowboy golden lager .,1,tastes and as the classic at blonde ale and cowboy golden lager of
1264,"makes s&m seem very romantic , and maggie gyllenhaal is a delight .",1,"and s&m action very 's , and maggie gyllenhaal is a universal ."
1265,"it represents better-than-average movie-making that does n't demand a dumb , distracted audience .",1,"and humor better-than-average core that does n't demand a dumb , serious audience ."
1266,"though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following .",0,"by avary has done his best to make something out and ellis ' nothing novel and in the end , his rules is ` worth following ."
1267,"what you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,"what you get with empire is , movie you 've '' many times before , repackaged as more material because , is a latino in the lead ."
1268,it was just one and that s not a big deal .,1,"it was just and , , s not a they deal ."
1269,product arrived on time and was wrapped well .,1,"product arrived , time , and finish well ."
1270,culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,0,culkin exudes none and the charm that charisma that might keep a a general audience and vaguely interested in his bratty character .
1271,"flavor :  it has some tangy notes ,  and overall not bad .",0,"pretty : it of some tangy year , and overall not bad of"
1272,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,1,this enough playful fun to entertain the cinematic set while embracing a wholesome special of
1273,"i like the oster steamer ,  it does everything it claim to do .",1,"i like and oster denis , it does everything and claim to do of"
1274,worth the effort to watch .,1,"worth the ve , such of"
1275,"unfortunately , as a writer , mr. montias is n't nearly as good to his crew as he is as a director or actor .",0,"unfortunately and of a writer , mr. montias is n't nearly as good to his crew as he is of a director or actor of"
1276,no need to find storage place because it fits in any shallow drawer .,1,no need to find mild place . it fits in a reality drawer .
1277,"philip k. dick must be turning in his grave , along with my stomach .",0,"philip frat dick must be turning in and 007 , along with the stomach ."
1278,one great feature is that the spatula head is removable for east cleaning .,1,"one great feature is , the spatula head . grounds for east cleaning of"
1279,then she said  well you ordered the pu which is what you got .,0,then a give on you ordered the pu which is from you got .
1280,the unit itself rests like a necklace around your neck .,1,the unit after rests like a necklace around a birds of
1281,a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials .,1,a compelling journey ... and `` his best friend instead '' . up there with and finest and specials .
1282,camera fell of it after a few uses .,0,camera fell and and after a few stars of
1283,"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",1,"windtalkers is shapelessly adventure , the has of movie that invites you to whatsoever apart its faults even as you have to admit that somehow it hit you where you live of"
1284,this time kaufman 's imagination has failed him .,0,that time kaufman 's imagination of failed performance of
1285,"i still have privacy screen ,  after num_num months .",1,", my in privacy about , after num_num months ."
1286,"an absorbing , slice-of-depression life that touches nerves and rings true .",1,"an character , slice-of-depression have that contacts nerves , rings true ."
1287,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1,"workmanlike and maybe , but still a by with all the elements , made the other three great , scary times at the ... ."
1288,it is great if you have more than one guest to serve .,1,"it . but , you have more than one guest to saddest ."
1289,"hilarious , acidic brit comedy .",1,well and acidic tongue into .
1290,"yes ,  they are light ,  and are not durable at all .",0,"bacon , they are light , , and the durable at all ."
1291,it was not as good as our much cheaper model .,0,it and not of good of our much cheaper model of
1292,it was the finger next to his hole finger .,1,"and and the finger next , his hole finger of"
1293,th product features and editorial review spell germany as the origin of manufacture .,0,"th product features , editorial review glad anything as the origin of diatribe ."
1294,obviously the margin of safety  from overflow  is much smaller .,1,s the toward of ring from writers is much smaller .
1295,it works great and i am very happy with it .,1,and works but and i am very happy with and of
1296,escapism in its purest form .,1,having and the shore form .
1297,this is called cheating !  i expected canister with fuel at least .,0,that is called cheating ! i expected canister the started and least .
1298,"hey , who else needs a shower ?",0,"hey , who -rrb- been a ops is"
1299,very impressed than within a minute incorporated all ingredients to perfection .,1,very impressed than within a worked two-lane all around to problem .
1300,"george , hire a real director and good writers for the next installment , please .",0,"years and hire a real director and good writers a the next gets , please ."
1301,i love cooking and you need sharp knives when cooking .,1,"i , cooking , to need sharp knives when making ."
1302,the thrill is -lrb- long -rrb- gone .,0,the thrill . of by to gone .
1303,"its lack of quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .",0,"its lack of is earns it a place alongside those other two fine dumas botch-jobs , the never in the iron mask , the musketeer ."
1304,"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .",0,"this pep-talk for faith , hope , charity to little to offend , and if saccharine earnestness were a crime , the film 's producers would the in the clink for life ."
1305,"it virtually defines a comedy that 's strongly mediocre , with funny bits surfacing every once in a while .",0,"it virtually defines a comedy that 's strongly mediocre , the the bits surfacing in once in , while ."
1306,i haven t had any problems with teflon flaking off .,1,i haven this had a problems with refrigerator dollars off .
1307,quite funny for the type of movie it is ...,1,his funny for the type and movie it . with
1308,there is no warming plate in the unit but it doesn t need one .,1,there is no warming three in the unit and it doesn t need and of
1309,"it 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .",0,"it 's badly acted , blandly directed , , could in a scripted , someone who just graduated from elementary school ."
1310,"after that , it just gets stupid and maudlin .",0,"after that and it just gets because , filling ."
1311,good movie .,1,my the of
1312,it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,1,it is inspirational and characterizing how the from such bella cultures share the same human and phone needs .
1313,and it s much much cheaper than getting it at the cusinart parts site .,1,and and s much and cheaper by never it at the cusinart parts site .
1314,"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",1,". n't quite the equal of woo 's best earlier work , but it 's easily his audiences american film ... comes close , recapturing the brilliance of and hong kong films ."
1315,"the movie is well shot and very tragic , and one to ponder after the credits roll .",1,"the the . well shot and , cinema , and one to ponder after the credits roll ."
1316,it s a very good quality at a reasonalbe price .,1,it s a very good is and a reasonalbe film of
1317,"but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",0,"but and its child-centered , claustrophobic context , it can be just as frightening , disturbing . and punishing ."
1318,"for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser-praised movies .",1,for the most part and i spy and an amusing lark that will probably rank as one of murphy 's for performances in one of and lesser-praised movies .
1319,a refreshingly authentic coming-of-age tale .,1,a refreshingly plus little or of
1320,an unabashedly schmaltzy and thoroughly enjoyable true story .,1,"an asian leverage , thoroughly enjoyable s story ."
1321,i would have hated to put disposable filters every time when using coffee maker .,1,i would have fun to put disposable filters every time it using '' mr. .
1322,the braun has it all . this is my second programmable flavorselect .,1,the braun has it all of this . my are embossed flavorselect .
1323,"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then .",0,"i doubt anyone will remember and picture by the time christmas really rolls will , but maybe it 'll be on film by then of"
1324,would suggest using one of the toy bubblers amazon sells .,0,would enjoy in one of the toy bubblers amazon dot of
1325,"however ,  i feel civilization iv is most definitely not an improvement overall .",0,"however , , feel civilization know is most out the an improvement overall ."
1326,"love this mixer ,  wasn t near as loud as some were saying .",1,", this mixer and wasn t near as loud as some is saying of"
1327,just wipe the plates with a paper towel .,1,"just boys the range the , paper towel ."
1328,it makes it easy and neat to store and access all of your scarves .,1,it makes it time and solemn to store and access all of a scarves of
1329,the tiny green light on one side is very bright when fully charged .,1,"the cultural green light on one side . , without when fully charged ."
1330,i agree with the others that this was tough to open .,0,", potato the the comedy that this was tough to open ."
1331,i have had to replace the paddles as they wore out .,1,i have had to replace and strained as they point . .
1332,"and after all that ,  the base broke too .",0,"and from of that , and base broke too of"
1333,denis and co-writer michele petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,1,"denis and co-writer michele petin 's impeccable screenplay penetrates with a debate that , is both unflinching , tantalizing of"
1334,the radtach procable num_num inch dock extender works only part way .,0,the dream procable the bad dock extender n't only part way .
1335,it should reconnect easily when you are in the num_extend,1,it -- flaccid easily when to are and the num_extend
1336,"renner 's performance as dahmer is unforgettable , deeply absorbing .",1,"avis 's his of dahmer is unforgettable , deeply character ."
1337,enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .,0,"enough similarities to gymkata , howie long 's firestorm , the fingernails instinctively land towards my long-suffering eyeballs ."
1338,"although very much like the first movie based on j.k. rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",1,"although very much like the first movie based on j.k. rowling 's phenomenal fantasy best sellers , this second cheese possesses a quite pleasing , headlong thrust and , likably quirky attitude of"
1339,need a cheap car charger and it seems to do the job .,1,"need a cheap terrific charger , and seems to do the job of"
1340,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,"fuller . surely have called this gutsy and at -lrb- exhilarating movie , great yarn of"
1341,"s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,", personal revelations regarding what the shop means and the big as , handles characters gambol fluidly through the story , with charming results ."
1342,"shamelessly sappy and , worse , runs away from its own provocative theme .",0,"shamelessly sappy and , worse , runs best from the its much theme ."
1343,"ekobrew ,  the coffee always stays in that bottom wedge section .",0,"sent , the '' always stays in that bottom wedge showy of"
1344,adds some bulk to phone but not a large amount .,1,"works and until to phone but not , large amount ."
1345,we love that it can go straight from the stove top to the oven .,1,"we , that it can up straight of the stove top , the oven ."
1346,these tongs seem to have the locking mechanism backwards .,1,"these tongs seem , in and locking alabama backwards ."
1347,"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .",0,"the makers have forsaken the entertaining elements of the original , and instead and rehash old jokes and leave any have at the doorstep ."
1348,i had high hopes for this product since i bruise easily .,0,", had high hopes for that product since , charms easily ."
1349,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .,1,all but the most persnickety preteens should your this know and american adventure .
1350,"but it s not bad for wireless ,  i ve had worse .",1,"but it s not , a wireless , i ve had does of"
1351,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,"newton draws this attention , a magnet , and acts circles around her better known slow , mark wahlberg of"
1352,i felt i must have missed something if the reviews were so good .,0,i felt i over in professionally something if and reviews were so good .
1353,"city by the sea is the cinematic equivalent of defensive driving : it 's careful , conscientious and makes no major mistakes .",1,"city by the sea is the cinematic equivalent of defensive driving : it 's plot , lean and makes no whole mistakes of"
1354,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear .,0,the ring just t me cold and style like i and out in the seattle drizzle without tempting .
